fkgl,compression_ratio,coherence,coverage,fluency
7.5,0.3715319662243667,3.0,3.0,4.0
5.2,0.21379310344827587,3.0,3.0,4.0
16.0,0.4749498997995992,3.0,3.0,4.0
16.6,0.48863636363636365,3.0,3.0,4.0
2.6,0.29714285714285715,1.0,1.0,2.0
13.3,0.5381053443951379,4.0,4.0,4.0
11.9,0.5993265993265994,2.0,3.0,3.0
10.6,0.4866817849867394,3.0,4.0,4.0
6.2,0.39064856711915535,3.0,3.0,4.0
11.1,0.33903133903133903,3.0,3.0,4.0
12.3,0.31954887218045114,3.0,2.0,4.0
11.8,0.5221238938053098,4.0,4.0,4.0
7.5,0.4526143790849673,4.0,4.0,4.0
10.7,0.5487603305785124,3.0,4.0,3.0
13.7,0.6036363636363636,3.0,3.0,4.0
14.1,0.5589132242861103,3.0,4.0,4.0
11.9,0.5314067351325531,4.0,4.0,4.0
6.4,0.5671641791044776,4.0,3.0,4.0
9.9,0.48,3.0,2.0,4.0
10.1,0.5074037512339585,4.0,4.0,4.0
16.9,0.5526315789473685,2.0,3.0,3.0
9.4,0.4526406429391504,4.0,4.0,4.0
6.7,0.3817663817663818,2.0,2.0,3.0
10.8,0.4831410825199645,4.0,4.0,4.0
14.7,0.5567522783761392,4.0,4.0,4.0
6.2,0.3362573099415205,2.0,2.0,3.0
7.7,0.29646017699115046,3.0,3.0,4.0
9.2,0.4337078651685393,4.0,3.0,4.0
12.1,0.511482254697286,4.0,4.0,4.0
10.1,0.37017994858611825,3.0,3.0,4.0
11.1,0.5770925110132159,3.0,3.0,4.0
10.5,0.4688995215311005,4.0,4.0,4.0
6.5,0.18032786885245902,2.0,2.0,3.0
16.2,0.5119496855345912,4.0,4.0,4.0
11.6,0.4830458060678168,4.0,4.0,4.0
6.0,0.3483606557377049,2.0,2.0,3.0
13.4,0.442838370565046,3.0,3.0,4.0
9.5,0.3455797933409874,3.0,3.0,4.0
12.0,0.423828125,3.0,3.0,4.0
13.1,0.4373078237102836,4.0,4.0,4.0
9.9,0.4358974358974359,3.0,3.0,4.0
8.0,0.4765791341376863,3.0,4.0,3.0
5.0,0.47191011235955055,3.0,3.0,4.0
10.6,0.4585588949038641,4.0,4.0,4.0
13.8,0.5154990348586351,4.0,4.0,4.0
11.0,0.49557522123893805,3.0,3.0,4.0
8.8,0.4655581947743468,3.0,3.0,4.0
14.0,0.5134023189128537,3.0,4.0,3.0
9.2,0.46484375,3.0,4.0,3.0
9.8,0.3793103448275862,3.0,3.0,4.0
11.5,0.5121557659208261,4.0,4.0,4.0
11.2,0.4918575765939829,3.0,4.0,3.0
12.7,0.5270311084264573,4.0,4.0,4.0
10.8,0.49,4.0,4.0,4.0
6.6,0.2582781456953642,2.0,2.0,3.0
8.1,0.44744083654375344,4.0,4.0,4.0
9.9,0.4827586206896552,3.0,3.0,4.0
10.4,0.5105630974375451,3.0,4.0,3.0
12.5,0.47087933003425964,3.0,4.0,3.0
11.7,0.43965616045845274,4.0,4.0,4.0
12.9,0.5252210088403536,3.0,4.0,4.0
11.5,0.4355034371209058,4.0,4.0,4.0
9.5,0.4044723420949392,3.0,4.0,3.0
10.7,0.4502032520325203,4.0,4.0,4.0
8.8,0.3965174129353234,4.0,4.0,4.0
12.5,0.5387224420576597,3.0,4.0,3.0
8.4,0.44370860927152317,3.0,3.0,4.0
10.5,0.47896440129449835,3.0,3.0,4.0
17.3,0.5661375661375662,3.0,3.0,4.0
15.2,0.5032974661575842,4.0,4.0,4.0
8.0,0.3294701986754967,3.0,3.0,4.0
13.1,0.5206896551724138,3.0,3.0,4.0
8.3,0.4618434093161546,3.0,3.0,4.0
10.4,0.4564284657493712,3.0,4.0,4.0
5.6,0.25961538461538464,2.0,2.0,3.0
17.2,0.5563139931740614,4.0,4.0,4.0
8.0,0.4216589861751152,3.0,3.0,4.0
12.4,0.5694444444444444,3.0,3.0,4.0
9.4,0.4010938924339107,3.0,4.0,3.0
11.6,0.4353337294513765,3.0,4.0,4.0
9.8,0.4658119658119658,3.0,3.0,4.0
13.7,0.462756052141527,4.0,4.0,4.0
11.9,0.46450690805145306,4.0,4.0,4.0
9.0,0.40633245382585753,4.0,4.0,4.0
12.4,0.60546875,3.0,3.0,4.0
11.1,0.40368208352043106,4.0,4.0,4.0
14.5,0.41594022415940224,3.0,3.0,4.0
12.8,0.580161476355248,3.0,4.0,3.0
9.6,0.49122807017543857,3.0,4.0,4.0
13.8,0.5022048015678588,4.0,4.0,4.0
14.6,0.5168266989838725,4.0,4.0,4.0
8.8,0.4109985528219971,3.0,3.0,4.0
12.6,0.5421853388658368,4.0,4.0,4.0
10.7,0.5117244241543889,3.0,4.0,3.0
12.3,0.50234375,4.0,4.0,4.0
14.0,0.4602921646746348,4.0,4.0,4.0
8.6,0.5294117647058824,3.0,3.0,4.0
8.4,0.4287515762925599,3.0,3.0,4.0
11.7,0.49460188933873145,4.0,4.0,4.0
12.2,0.5291338582677165,4.0,4.0,4.0
8.9,0.34832535885167465,3.0,3.0,4.0
9.9,0.4470089495996232,3.0,3.0,4.0
14.9,0.48548123980424146,4.0,4.0,4.0
6.9,0.2750556792873051,2.0,2.0,3.0
11.5,0.44876325088339225,4.0,4.0,4.0
11.8,0.42026143790849674,3.0,3.0,4.0
4.0,0.3235294117647059,3.0,3.0,4.0
3.8,0.2916666666666667,3.0,3.0,4.0
7.8,0.30973451327433627,2.0,2.0,3.0
4.4,0.5217391304347826,3.0,3.0,4.0
10.9,0.5227053140096618,4.0,4.0,4.0
8.8,0.4492099322799097,3.0,3.0,4.0
6.5,0.47083926031294454,3.0,3.0,4.0
10.2,0.5010309278350515,4.0,4.0,4.0
11.6,0.3663324979114453,4.0,4.0,4.0
9.4,0.3277693474962064,3.0,3.0,4.0
10.2,0.3056426332288401,3.0,3.0,4.0
10.0,0.3941908713692946,2.0,2.0,3.0
15.8,0.22566371681415928,2.0,2.0,3.0
4.2,0.32124352331606215,2.0,2.0,3.0
11.6,0.42322834645669294,3.0,3.0,4.0
10.1,0.6144578313253012,3.0,3.0,4.0
13.2,0.5477975632614808,4.0,4.0,4.0
10.5,0.4950711938663746,3.0,4.0,3.0
11.6,0.5153526970954356,4.0,4.0,4.0
